,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
203,1,2,17,2,2,1,1,2,5,4,1,1,1,2,0,2,2,2,2,1,1,2,2,3,1,3,1,5,3,6,9,9,10
204,1,1,16,1,2,1,2,3,3,3,3,1,1,2,0,2,2,2,2,1,1,1,2,4,3,3,1,1,2,6,12,12,13
205,1,1,17,1,2,1,1,1,5,3,3,1,1,2,0,2,2,2,1,1,1,1,2,5,3,3,1,1,3,0,12,11,12
206,1,2,17,1,2,1,1,2,5,3,4,4,2,2,0,2,2,2,1,2,1,1,2,4,4,4,4,5,5,16,10,11,12
207,1,2,16,2,2,1,3,3,3,3,2,1,1,1,0,2,1,2,1,1,1,1,2,4,3,2,3,4,5,0,11,10,10
208,1,2,16,1,2,1,2,3,4,4,1,2,2,1,0,2,2,2,2,1,1,1,2,5,3,3,1,1,3,0,13,12,12
209,1,1,17,1,1,1,2,4,3,3,3,2,1,2,0,2,2,2,1,1,1,1,1,4,3,2,1,1,5,8,14,15,16
210,1,2,17,1,2,1,4,4,3,1,1,1,1,1,0,2,2,2,2,1,1,1,2,5,2,3,1,2,5,4,13,13,14
211,1,2,16,2,1,1,3,3,1,4,1,2,3,1,0,2,1,2,1,1,1,1,2,3,3,4,3,5,3,16,10,11,12
212,1,1,17,1,2,1,4,4,3,1,1,1,2,1,1,2,1,2,2,1,1,1,2,4,2,4,2,3,2,30,14,15,16
213,1,1,16,1,1,1,4,4,1,1,2,1,1,2,0,2,1,2,2,1,1,1,2,4,5,2,1,2,3,0,11,10,11
214,1,1,16,1,2,1,4,3,2,4,1,1,1,2,0,2,1,2,1,1,1,1,2,4,3,5,1,5,2,2,14,14,15
215,1,1,16,1,2,1,2,3,4,4,2,1,1,2,0,1,1,2,1,1,1,2,2,4,4,3,1,3,4,4,11,12,12
216,1,1,17,1,2,1,1,1,4,4,3,1,1,2,0,2,1,2,2,2,1,2,2,4,4,4,1,3,1,0,14,15,15
217,1,1,17,2,2,1,2,2,4,4,2,1,1,1,0,2,1,2,2,1,1,1,2,5,3,2,1,2,3,21,13,13,13
218,1,1,16,2,2,1,2,2,3,3,2,1,2,4,0,2,1,2,1,2,1,1,2,5,3,5,1,1,5,6,13,13,13
219,1,1,17,1,2,1,3,4,5,3,1,1,1,3,1,2,1,1,2,1,1,1,1,4,4,3,3,4,5,14,8,9,8
220,1,1,16,1,2,2,3,1,3,4,3,1,1,2,0,2,1,2,2,1,1,1,2,2,3,3,2,2,4,2,11,11,12
221,1,1,16,1,2,1,4,3,1,4,4,1,1,2,0,2,2,2,1,1,1,1,1,1,3,2,1,1,1,4,14,15,15
222,1,1,16,1,2,1,1,1,5,4,1,1,2,1,0,2,1,2,2,1,1,2,2,4,3,2,1,4,5,2,12,13,13
223,1,1,17,2,2,1,4,3,1,4,2,1,2,3,0,2,1,2,1,1,1,1,1,4,4,2,1,1,4,0,11,12,12
224,1,1,19,1,2,1,3,3,4,4,2,4,1,4,0,2,1,2,1,1,1,1,2,4,3,3,1,2,3,4,12,12,12
225,1,2,17,1,1,1,4,4,3,4,1,1,1,2,0,2,1,2,2,1,1,1,1,5,3,5,4,5,3,15,13,12,12
226,1,1,16,1,2,2,2,2,4,4,2,1,1,2,0,1,1,2,2,1,1,1,2,3,3,4,1,1,4,0,13,13,13
227,1,2,18,1,2,1,2,2,3,4,1,1,1,2,0,2,1,2,1,1,1,1,2,4,4,4,2,4,5,10,12,11,11
228,1,1,17,2,1,1,4,4,3,4,4,1,1,1,0,2,1,2,2,1,1,2,2,5,2,1,1,2,3,6,12,11,11
229,1,1,17,1,1,1,3,2,4,4,2,1,2,2,0,2,2,2,2,1,1,1,2,4,4,4,1,3,1,2,14,16,15
230,1,1,17,1,2,1,4,3,4,4,2,1,1,2,0,2,2,2,2,1,1,1,1,3,4,5,2,4,1,16,11,9,10
231,1,2,18,1,1,1,3,3,3,2,1,2,1,2,0,2,1,2,2,1,1,1,2,3,2,4,2,4,4,10,10,10,10
232,1,1,17,1,2,1,2,3,5,4,1,2,2,1,0,2,1,2,2,1,1,2,2,3,3,3,1,4,3,4,12,13,13
233,1,1,17,1,2,1,2,2,5,5,3,1,1,3,0,2,1,2,1,1,1,1,2,4,3,3,1,1,4,0,12,12,13
234,1,1,17,2,2,1,2,1,5,3,2,1,2,2,0,2,1,2,1,1,1,1,2,4,2,5,1,2,5,0,11,10,11
235,1,1,17,1,2,1,1,1,5,4,2,1,1,3,0,2,1,2,1,1,1,2,1,4,3,4,1,1,5,12,12,12,12
236,1,1,16,1,2,1,2,3,3,1,4,1,1,2,0,1,2,2,2,1,1,1,2,2,3,1,1,1,3,0,13,13,14
237,1,2,18,1,2,1,2,2,4,4,1,1,2,2,3,2,1,1,2,1,1,1,2,3,3,3,5,5,4,9,10,9,10
238,1,1,16,1,2,1,4,4,1,3,1,1,1,3,0,2,1,2,1,2,1,1,2,5,3,2,1,1,5,4,15,16,16
239,1,1,18,2,2,1,3,1,4,4,2,1,1,2,0,2,2,2,1,1,1,1,1,5,3,3,1,1,4,4,8,8,8
240,1,1,17,1,2,1,3,2,4,4,3,1,1,2,0,2,2,2,1,2,1,1,2,5,3,4,1,3,3,2,17,18,17
241,1,2,17,1,1,1,2,3,3,3,2,2,1,2,0,2,1,2,2,2,1,1,2,5,3,3,1,3,3,0,10,11,11
242,1,2,18,1,1,1,2,1,5,4,3,1,4,2,0,1,1,2,1,1,1,1,1,4,3,2,4,5,3,2,9,10,11
243,1,1,17,1,2,2,2,1,4,4,3,1,2,3,0,2,2,2,1,1,1,1,1,3,2,3,1,2,3,0,15,15,16
244,1,1,17,1,1,1,4,3,2,4,2,2,1,2,0,2,2,2,1,1,1,1,1,3,2,3,1,2,3,0,14,12,12
245,1,2,17,2,2,1,2,2,4,4,3,2,2,2,0,2,1,2,1,1,1,1,2,4,5,2,1,1,1,0,12,13,13
246,1,2,17,1,2,1,4,4,1,1,2,1,1,2,0,1,1,2,1,1,1,1,1,4,5,5,1,3,2,0,13,13,13
247,1,2,16,1,2,1,4,4,2,4,2,2,1,2,0,2,1,2,1,1,1,1,2,4,2,4,2,4,1,0,13,13,14
248,1,2,16,1,1,1,1,1,4,4,1,1,2,2,0,2,1,2,2,1,1,1,2,3,4,2,1,1,5,2,9,9,9
249,1,2,16,1,2,1,3,2,5,4,2,1,2,3,0,2,2,2,1,1,1,1,1,5,3,3,1,3,2,0,12,12,12
250,1,2,17,1,1,1,2,2,4,4,1,2,1,2,0,2,2,2,1,2,1,1,1,4,4,2,5,5,4,0,16,16,16
251,1,1,16,1,2,1,2,1,4,4,1,1,1,1,0,2,2,2,2,1,1,1,1,4,5,2,1,1,5,4,9,10,10
252,1,1,16,1,2,2,4,1,4,4,1,1,1,2,0,2,2,2,1,1,1,1,1,5,3,3,1,2,5,0,14,13,13
253,1,1,18,1,1,2,2,4,3,4,3,1,2,2,1,2,1,2,2,1,1,1,2,4,3,3,1,1,3,18,10,10,10
254,1,1,18,1,1,1,2,2,5,3,3,1,1,2,1,2,1,2,2,2,1,1,1,5,3,1,1,1,5,16,9,8,10
255,1,1,18,1,2,1,3,3,4,4,3,1,2,1,1,2,2,2,2,1,2,1,2,4,1,1,1,1,3,14,8,7,7
256,1,2,18,1,2,1,2,2,4,5,3,4,1,1,1,2,1,2,1,2,2,1,1,4,4,3,2,2,1,26,7,8,8
257,1,2,17,1,2,1,4,4,1,1,3,1,1,1,0,2,1,2,1,2,1,1,2,4,2,1,1,2,5,6,10,8,9
258,1,1,17,1,2,1,3,2,4,4,3,2,1,2,0,2,2,2,1,1,1,2,2,5,4,2,1,1,3,4,14,14,15
259,1,1,17,1,1,1,1,1,5,5,3,1,1,3,0,2,1,2,1,1,1,1,1,4,3,2,1,2,4,10,11,10,10
260,1,1,16,1,2,1,1,2,4,4,3,1,1,1,0,2,2,2,2,1,2,1,2,5,3,5,1,2,5,4,12,11,11
261,1,1,17,2,2,1,2,1,5,3,3,1,3,2,0,2,2,2,1,1,1,2,2,2,1,1,1,1,3,2,13,13,13
262,1,1,17,2,1,2,1,4,4,4,3,4,4,1,1,2,1,2,2,1,1,1,2,5,5,4,1,1,5,14,9,9,8
263,1,2,18,1,2,1,2,2,4,3,2,2,1,2,0,2,2,2,2,1,2,1,2,5,5,4,3,5,2,16,8,7,8
264,1,1,17,1,1,2,2,2,4,4,1,1,1,1,1,2,1,2,2,2,2,1,2,3,1,2,1,1,1,8,11,9,10
265,1,1,17,2,1,1,1,1,5,4,3,1,2,3,0,2,2,2,1,1,1,1,2,4,3,3,1,3,5,4,15,14,15
266,1,1,17,1,1,2,4,2,1,4,3,1,1,2,0,2,1,2,1,1,1,2,2,4,3,2,1,1,4,4,15,14,14
267,1,2,17,1,1,1,4,3,2,4,3,1,2,2,0,2,2,2,1,1,1,1,1,2,5,5,1,4,5,8,15,15,15
268,1,2,17,2,1,2,4,4,1,4,3,1,2,2,0,2,1,2,2,1,1,1,2,3,3,3,2,3,4,0,12,12,12
269,1,2,16,1,1,1,4,3,1,4,3,1,1,1,0,2,2,2,1,2,1,1,2,5,4,5,1,1,3,7,14,14,15
270,1,2,16,1,2,1,4,4,3,3,3,1,1,1,0,2,2,1,1,1,1,1,2,5,3,2,1,2,5,4,14,15,15
271,1,1,17,1,2,1,4,4,1,3,3,1,1,2,0,2,1,1,2,1,1,1,1,5,3,1,1,4,5,2,11,11,12
272,1,2,17,2,2,1,1,1,4,4,1,2,2,3,0,2,2,2,2,2,1,1,1,4,3,3,1,1,1,2,13,14,15
273,1,1,17,1,2,1,3,3,3,4,1,1,2,3,0,2,1,2,2,1,1,1,1,4,2,2,2,3,5,10,11,11,11
274,1,1,17,1,2,1,1,1,5,4,3,1,1,2,0,1,2,2,2,2,1,2,1,4,3,2,1,1,4,10,10,9,10
275,1,1,18,1,2,1,2,1,4,4,3,4,2,3,0,2,1,2,2,2,1,1,1,4,4,4,1,1,3,10,12,10,11
276,1,2,16,1,2,1,2,1,4,4,3,1,3,1,0,2,2,2,2,1,1,1,2,4,3,3,1,1,4,7,15,16,16
277,1,1,17,1,2,1,1,1,4,3,3,2,1,2,0,2,1,2,2,1,1,2,2,4,3,4,1,2,5,4,11,10,11
278,1,2,17,1,2,1,2,3,4,4,3,2,2,1,0,2,2,2,2,1,1,1,2,5,2,2,1,1,2,2,9,12,13
279,1,2,22,1,2,1,3,1,3,3,4,1,1,1,3,2,2,2,2,2,2,1,1,5,4,5,5,5,1,12,7,8,5
280,1,2,18,2,1,1,3,3,4,3,3,1,1,2,0,2,1,2,2,1,1,1,1,4,3,3,1,3,5,8,10,9,10
281,1,2,16,1,2,1,0,2,4,4,4,1,1,1,0,2,2,2,2,2,1,1,2,4,3,2,2,4,5,0,11,12,11
282,1,2,18,1,2,1,3,2,3,4,3,1,2,1,0,2,2,2,2,1,2,1,2,4,4,5,2,4,5,8,7,8,7
283,1,2,16,1,2,1,3,3,5,4,2,4,3,2,1,1,1,2,2,2,1,1,2,5,3,3,1,3,2,4,9,11,10
284,1,2,18,1,2,1,2,1,3,3,4,1,1,1,2,2,2,2,2,2,2,1,2,3,2,5,2,5,5,4,7,8,6
285,1,2,16,2,2,1,2,1,4,4,3,1,2,1,0,2,2,2,1,2,1,2,2,3,3,2,1,3,3,2,14,13,12
286,1,2,17,2,2,1,2,1,4,4,3,1,1,1,0,2,2,2,2,2,1,1,2,4,4,2,2,4,5,0,12,12,13
287,1,2,17,1,1,1,1,1,2,4,3,1,2,1,1,2,1,2,1,1,1,1,2,4,4,4,1,2,5,0,9,10,10
288,1,1,18,1,1,2,2,1,4,4,3,1,1,2,0,2,1,2,2,2,1,1,1,4,3,4,1,3,5,2,12,12,13
289,1,1,17,1,1,1,4,2,1,3,2,1,1,4,0,2,1,2,1,1,1,1,2,4,2,3,1,1,4,2,14,15,17
290,1,1,19,1,2,1,2,2,3,3,1,1,1,2,0,2,1,2,2,1,1,1,2,4,3,3,1,1,5,0,10,10,11
291,1,2,18,1,1,1,2,1,3,4,3,1,3,2,1,2,2,2,1,2,2,1,2,4,4,5,4,4,5,4,11,10,11
292,1,1,17,2,2,1,4,2,4,4,3,1,1,3,0,2,1,2,1,1,1,1,2,4,3,4,1,3,5,2,11,12,14
293,1,1,18,1,1,1,1,1,4,5,1,1,1,3,0,2,1,2,2,2,1,2,2,4,4,3,2,3,3,4,11,12,14
294,1,1,18,2,2,1,2,2,4,4,1,1,1,2,0,1,2,2,2,1,1,2,2,3,2,3,1,1,5,4,11,11,13
295,1,2,19,1,1,2,4,3,3,5,2,1,1,2,0,2,1,2,2,1,1,1,2,4,3,1,1,1,1,4,11,13,14
296,1,2,18,1,2,1,2,1,4,4,1,1,1,2,0,2,2,2,1,1,1,1,2,5,2,4,1,2,4,2,16,16,16
297,1,2,17,2,2,1,2,2,4,3,4,1,2,1,0,2,2,2,2,2,2,2,2,5,2,2,1,1,4,0,9,10,10
298,1,1,17,1,1,1,2,2,3,3,3,2,1,4,0,2,2,2,1,1,1,1,1,3,4,1,1,1,2,2,10,11,12
299,1,1,20,2,2,1,2,1,4,4,3,4,2,2,0,2,1,1,1,1,2,1,1,1,2,3,1,2,2,8,10,12,12
300,1,1,18,1,2,1,4,3,3,4,1,2,1,2,0,2,1,2,2,1,1,1,1,3,1,2,1,3,2,2,15,15,15
301,1,2,18,1,2,1,4,3,1,4,3,1,1,2,0,2,1,2,2,2,1,1,2,4,3,2,1,1,3,2,10,10,11
302,1,2,18,2,2,1,3,2,4,4,3,1,1,3,0,2,2,2,1,2,1,2,2,5,3,2,1,1,3,2,10,11,12
303,1,1,17,1,2,1,3,3,4,4,1,1,1,3,0,2,2,2,1,2,1,2,2,3,2,3,1,1,4,2,15,12,13
304,1,1,18,1,2,1,2,2,5,3,1,1,1,3,0,2,1,2,1,1,1,1,1,4,3,3,1,1,3,0,11,12,13
305,1,2,17,1,2,1,2,2,4,4,1,2,2,1,0,2,2,2,2,1,2,1,2,4,4,4,2,3,4,8,8,8,9
306,1,2,18,2,1,2,3,4,4,4,2,1,2,2,0,2,1,2,1,1,1,1,2,4,2,5,3,4,1,6,15,16,16
307,1,2,17,1,2,1,3,1,3,4,4,1,1,2,0,2,2,2,1,1,1,1,1,5,4,4,3,4,5,0,11,11,14
308,1,1,18,2,2,1,4,4,1,4,2,1,2,2,0,2,2,2,1,1,1,1,2,4,3,4,2,2,4,8,10,11,12
309,1,2,18,1,2,1,4,2,2,4,2,2,1,2,0,2,1,2,1,1,1,1,1,5,4,5,1,3,5,4,10,12,14
310,1,1,18,2,2,1,2,1,4,4,2,1,2,2,0,2,1,2,2,1,2,1,1,4,3,5,1,2,3,12,8,9,10
311,1,1,19,1,2,1,3,3,4,3,1,4,1,2,0,2,1,2,1,1,1,1,2,4,3,5,3,3,5,16,11,12,12
312,1,1,18,1,2,1,2,3,4,3,2,2,1,4,0,2,1,2,1,1,1,1,1,4,5,5,1,3,2,10,16,16,16
313,1,1,18,1,1,1,1,1,4,4,1,1,2,2,0,2,1,2,2,2,1,2,2,4,4,3,1,1,3,2,13,13,13
314,1,2,17,2,2,1,1,2,5,5,1,1,1,2,0,2,1,2,1,2,1,2,1,3,5,2,2,2,1,2,16,17,18
315,1,1,18,1,2,1,2,1,4,4,1,1,1,2,0,2,1,2,2,1,1,1,1,4,2,5,1,2,1,8,14,14,15
316,1,1,17,1,2,1,2,4,5,2,2,1,2,2,0,2,1,2,2,1,1,1,1,4,3,3,1,1,1,6,15,16,16
317,1,1,17,1,1,1,2,2,3,4,3,1,2,2,0,1,1,2,2,1,1,1,1,4,4,4,2,3,5,6,12,12,12
318,1,1,18,2,2,2,3,2,4,3,1,1,2,2,0,2,2,2,2,2,2,1,1,4,1,1,1,1,5,15,12,9,10
319,1,2,18,1,2,1,4,4,1,3,1,1,2,1,0,2,2,2,1,1,1,1,2,3,2,4,1,4,3,6,11,12,12
320,1,1,18,1,2,1,4,4,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,2,4,4,1,1,4,2,14,12,13
321,1,1,17,1,2,1,2,2,4,3,2,2,3,3,0,2,1,2,2,1,1,1,1,4,2,3,1,1,1,8,13,15,15
322,1,1,19,2,2,1,3,2,3,3,2,2,1,2,1,1,1,2,2,1,2,1,2,3,3,3,4,3,3,0,9,8,10
323,1,2,18,1,1,1,4,3,1,3,3,1,2,1,0,2,2,2,1,1,1,1,2,4,2,3,1,2,1,0,10,10,10
324,1,2,18,1,2,1,1,2,5,4,1,4,2,1,0,2,2,2,2,2,2,1,2,3,4,4,2,4,4,10,10,10,11
325,1,2,17,1,1,2,4,1,3,4,1,1,2,1,0,2,2,2,1,1,1,1,1,4,5,4,2,4,5,22,11,11,10
326,1,2,17,1,1,2,3,2,1,3,1,1,1,1,0,2,2,2,2,1,1,1,2,4,4,4,3,4,3,18,13,13,13
327,1,1,18,2,1,1,1,1,5,4,2,1,2,4,0,2,1,2,1,1,1,2,2,5,2,2,1,1,3,2,17,17,18
328,1,1,18,1,2,1,1,1,4,4,1,1,2,2,0,1,2,2,1,1,1,1,2,5,4,4,1,1,4,0,12,13,13
329,1,1,17,1,2,1,2,2,4,4,3,1,1,2,0,2,1,2,2,2,1,1,2,5,4,5,1,2,5,12,12,12,14
330,1,1,18,1,2,1,2,1,4,4,2,1,2,2,0,2,2,2,1,1,1,1,1,4,3,1,1,1,5,10,12,13,14
331,1,2,17,1,2,1,1,1,4,4,2,2,1,2,0,2,2,2,2,2,1,1,2,4,3,3,1,2,4,0,12,12,12
332,1,1,18,1,2,1,2,2,5,5,4,1,1,3,0,2,1,2,2,1,1,1,2,4,3,3,1,2,2,0,18,18,18
333,1,1,17,1,2,1,1,1,3,1,2,1,1,3,0,2,1,2,2,1,1,1,2,4,3,3,1,1,3,0,13,13,14
334,1,2,18,1,2,1,2,1,3,3,2,1,1,3,0,2,2,2,1,1,1,1,2,4,2,4,1,3,2,0,14,15,15
335,1,2,18,1,1,2,4,4,1,1,2,1,1,2,0,2,1,2,1,1,1,1,2,5,4,3,1,1,2,0,17,17,17
336,1,2,18,1,2,1,4,2,1,4,1,1,1,2,0,2,1,2,1,1,1,1,1,4,3,2,1,4,5,2,15,16,16
337,1,1,17,1,2,1,4,3,2,3,2,1,1,3,0,2,1,2,2,1,1,1,2,4,2,2,1,2,3,0,17,18,18
338,1,1,17,2,1,1,3,1,3,4,2,1,2,4,0,2,1,2,2,1,1,2,2,3,1,2,1,1,3,0,18,19,19
339,1,2,18,2,1,1,3,2,3,4,2,1,2,3,0,2,1,2,1,1,1,1,2,5,4,2,1,1,4,0,14,15,15
340,1,2,17,1,2,1,3,3,2,4,1,1,1,1,0,2,1,2,2,1,1,1,2,4,4,3,1,3,5,0,14,15,15
341,1,1,19,1,2,1,4,4,2,4,2,4,2,2,0,2,1,2,1,1,1,1,2,2,3,4,2,3,2,2,14,13,13
342,1,1,18,1,1,1,4,3,4,4,1,4,2,2,0,2,1,2,2,1,1,1,1,4,4,5,1,2,2,0,13,14,14
343,1,1,18,1,2,1,4,3,4,4,2,2,1,4,0,2,1,2,2,1,1,1,2,4,3,3,1,1,3,0,16,17,17
344,1,2,18,1,1,1,4,4,1,1,1,1,1,1,0,2,1,2,2,1,1,1,1,1,4,2,2,2,1,0,18,18,17
345,1,1,18,1,1,2,4,4,2,4,1,1,1,2,0,2,1,1,2,1,1,1,1,4,2,4,1,1,4,0,14,15,15
346,1,2,17,1,1,1,4,4,4,1,1,2,2,1,0,2,2,2,2,1,1,1,2,4,1,1,2,2,5,0,12,13,13
347,1,1,17,2,2,1,4,4,3,3,2,1,2,3,0,2,1,2,1,1,1,1,2,5,3,4,1,1,5,0,7,7,8
348,1,1,17,1,2,1,4,2,4,4,2,1,2,3,0,2,1,2,2,1,1,1,2,4,3,3,1,1,3,0,16,16,16
349,1,1,17,1,2,1,3,2,2,2,2,2,1,4,0,2,1,2,1,2,1,1,2,5,2,2,1,2,5,0,18,18,18
350,1,2,19,2,1,1,2,1,5,3,3,1,2,3,1,2,2,2,1,1,1,1,1,4,3,1,1,1,5,0,9,10,11
351,1,2,20,1,2,2,3,2,3,4,3,4,1,1,2,2,2,2,1,1,1,2,2,5,5,3,1,1,5,0,14,15,15
352,1,2,19,2,2,1,3,3,4,3,2,2,1,2,0,2,2,2,1,1,1,2,1,4,5,3,1,2,5,0,10,10,11
353,1,1,18,1,2,1,1,4,4,1,1,1,1,2,0,1,1,2,2,2,1,2,1,3,4,4,1,2,5,2,10,10,11
354,1,1,18,1,2,1,2,1,3,4,3,1,2,2,0,2,1,2,1,1,1,1,2,5,3,3,1,2,1,2,12,12,15
355,1,1,17,1,2,1,2,3,4,4,3,2,2,2,0,2,2,2,1,1,1,1,1,4,2,1,1,1,3,2,11,12,14
356,1,1,17,2,2,1,4,4,1,1,3,1,1,1,0,2,2,2,1,1,1,1,2,4,4,4,1,1,5,2,15,16,17
357,1,1,18,1,2,1,4,3,4,4,3,1,1,3,0,2,1,2,1,1,1,1,1,4,3,4,1,1,5,2,14,15,17
358,1,1,18,1,1,1,4,3,2,3,3,1,2,1,0,2,1,2,2,1,1,1,2,3,2,4,1,4,1,8,12,12,15
359,1,1,17,2,2,1,3,4,5,3,3,2,1,3,0,2,1,2,1,2,1,1,2,4,3,4,2,5,5,2,15,15,17
360,1,1,18,1,2,1,3,3,5,4,3,2,1,2,0,2,1,2,2,1,1,1,2,4,1,4,1,1,3,8,11,12,14
361,1,2,19,1,2,1,4,2,2,4,3,1,2,2,0,2,1,2,1,1,1,1,1,5,4,4,1,1,1,9,11,10,10
362,1,1,18,1,2,1,4,4,1,4,3,1,1,2,0,2,1,2,2,1,1,1,2,4,4,4,3,3,5,0,12,11,13
363,1,1,18,1,2,1,3,4,4,4,3,1,1,1,0,2,1,2,1,1,1,1,1,5,4,4,1,1,1,4,11,12,14
364,1,1,17,1,2,1,4,4,2,2,3,1,1,1,0,2,2,2,1,1,1,1,2,5,3,4,1,2,5,2,14,15,17
365,1,1,17,1,2,2,4,3,3,3,3,1,1,2,0,2,1,2,2,1,1,1,1,5,2,2,1,2,5,14,15,14,17
366,1,1,17,1,1,2,3,3,3,4,1,1,1,2,0,1,1,2,2,1,1,1,2,5,3,3,1,1,5,0,12,12,13
367,1,1,17,1,1,1,2,1,4,4,1,2,1,2,0,2,2,2,1,1,1,1,2,4,2,3,2,2,2,2,11,12,14
368,1,2,18,1,1,1,4,4,4,4,2,2,1,1,0,2,1,2,2,1,1,1,2,4,2,5,3,4,5,2,8,9,11
369,1,1,19,1,2,1,1,1,4,4,3,4,3,3,0,2,2,2,1,1,2,2,1,1,5,5,4,3,5,12,10,10,11
370,1,1,19,1,1,2,1,1,4,4,3,4,3,2,2,2,1,2,2,2,1,1,1,5,3,4,1,1,4,2,8,8,9
371,1,1,18,1,2,1,2,2,4,4,3,1,1,1,0,2,1,2,1,1,1,1,1,4,3,5,2,4,5,2,10,10,10
372,1,1,17,1,2,1,2,2,4,4,3,1,1,2,0,2,1,2,2,1,1,2,1,4,2,2,1,1,3,4,14,13,13
373,1,1,17,2,1,1,2,2,3,3,3,1,1,3,0,2,1,2,1,1,1,1,2,3,3,2,2,2,3,0,11,11,10
374,1,1,17,1,2,1,3,1,3,3,3,2,1,3,0,2,1,2,2,2,1,1,2,3,4,3,2,3,5,0,17,18,17
375,1,1,17,1,1,1,0,2,5,5,1,2,2,3,0,2,2,2,2,1,1,1,2,3,3,3,2,3,2,0,14,14,15
376,1,1,18,1,2,1,1,1,4,4,1,1,2,3,0,2,2,2,1,1,1,1,2,4,5,5,1,2,2,0,14,14,14
377,1,2,18,1,2,1,4,4,4,4,3,1,1,3,0,2,2,2,1,1,1,1,2,4,3,3,2,2,3,0,13,14,13
378,1,2,17,1,2,1,3,3,4,3,2,1,1,1,0,2,2,2,1,2,1,1,2,4,3,5,3,5,5,0,17,18,17
379,1,2,17,2,2,1,2,2,3,4,3,1,4,1,0,2,1,2,2,1,1,1,2,4,4,5,5,5,4,2,11,10,10
380,1,1,17,1,2,1,4,4,1,3,3,1,1,3,0,2,1,2,1,1,1,1,2,5,4,4,1,3,4,0,13,12,13
381,1,1,17,1,2,1,4,4,1,1,3,1,2,3,0,2,1,2,2,2,1,1,1,4,3,3,1,2,4,4,15,14,15
382,1,1,17,1,2,1,3,3,5,4,3,1,1,1,0,2,1,1,1,1,1,1,2,4,2,5,2,5,5,2,11,12,11
383,1,2,18,1,1,1,2,2,4,4,3,1,1,4,0,2,1,1,1,1,1,1,2,4,5,5,2,4,5,0,11,11,12
384,1,2,19,2,2,1,3,2,5,3,1,4,1,1,0,2,1,2,2,2,1,2,1,5,3,4,2,2,5,0,11,10,10
385,1,1,18,1,2,1,2,2,5,4,3,1,4,2,0,2,2,2,1,1,1,2,1,4,2,5,1,1,2,2,10,9,10
386,1,1,17,2,2,1,2,4,5,4,3,2,1,3,0,2,1,2,2,1,1,1,1,4,4,3,1,1,5,0,15,15,15
387,1,2,18,1,2,1,2,2,4,4,2,1,1,1,0,2,2,2,2,2,1,1,2,5,4,2,1,2,5,6,15,14,15
388,1,1,18,1,2,1,3,3,3,3,1,1,1,2,0,2,2,2,1,1,1,1,2,5,3,4,1,1,4,8,10,11,12
389,1,1,18,1,1,1,2,2,4,4,1,4,1,2,0,2,2,2,1,2,1,1,1,4,3,3,1,1,2,0,10,9,12
390,1,1,18,2,2,1,2,2,5,4,3,1,2,4,0,2,2,2,1,1,1,2,2,4,4,4,1,1,4,6,14,13,14
391,1,1,17,1,2,1,3,4,3,4,3,1,1,3,0,2,2,2,2,1,1,1,2,4,4,5,1,3,5,8,11,13,14
392,1,1,17,1,2,1,3,2,4,4,1,1,1,2,0,2,1,2,2,1,1,1,1,4,3,2,2,3,2,0,12,13,15
393,1,1,18,1,1,1,3,3,3,3,1,1,1,4,0,2,1,2,2,1,1,1,2,5,3,3,1,1,1,4,14,14,15
394,1,1,17,2,2,2,3,2,4,4,1,1,1,2,0,2,1,2,2,1,1,1,2,4,3,3,2,3,2,0,14,14,16
395,1,2,18,1,2,1,4,4,1,3,1,2,1,2,0,2,1,2,1,1,1,1,2,4,3,3,2,2,2,0,12,12,13
396,1,2,18,1,1,1,3,4,3,4,1,1,1,2,0,2,2,2,1,1,1,1,1,4,3,3,1,3,5,6,16,16,17
397,1,1,17,1,2,2,2,2,5,5,1,2,1,2,0,2,1,2,2,1,1,1,1,3,3,1,1,2,4,18,10,12,14
398,1,1,18,1,2,1,2,3,5,4,3,1,1,3,0,2,1,2,2,1,1,1,2,4,3,3,1,2,3,0,11,12,14
399,1,1,18,1,2,1,3,2,4,3,4,1,1,3,0,2,2,2,2,1,1,1,1,5,4,3,2,3,1,4,14,16,17
400,1,2,18,2,2,1,4,3,1,3,3,1,1,3,0,2,2,2,2,1,1,1,1,5,3,2,1,2,4,4,15,14,17
401,1,2,18,1,2,1,4,3,1,4,3,1,1,3,0,2,1,2,2,1,1,1,1,5,4,5,2,3,5,0,14,13,14
402,1,1,17,1,2,1,4,3,2,4,2,1,1,3,0,2,1,2,1,1,1,1,1,4,4,3,1,3,4,0,11,12,13
403,1,1,17,1,2,1,2,1,3,4,3,1,2,2,0,2,1,2,1,1,1,1,1,4,3,4,2,2,1,10,12,15,15
404,1,1,17,1,2,1,2,1,3,4,2,1,1,2,0,2,1,2,1,1,1,1,2,4,3,5,2,4,4,4,12,16,16
405,1,1,19,1,1,2,2,3,5,4,1,4,2,1,1,2,2,2,2,1,2,1,2,2,2,3,3,4,5,16,10,11,11
406,1,1,17,1,2,1,3,1,4,5,1,1,1,1,1,2,1,1,2,1,1,1,1,4,1,2,1,1,3,6,10,13,13
